word,positive_probability,negative_probability,neutral_probability
country,0.5004945055746599,0.19336362453686637,0.3061418698884737
sort,0.4004748192719843,0.23208225583195508,0.3674429248960607
confused,0.14561583579853374,0.25316087327348796,0.6012232909279783
trailer,0.1223772340331262,0.7091977615100431,0.16842500445683073
taken,0.11696306116687812,0.6326335587932528,0.2504033800398692
entire,0.10215288181789663,0.7103928670011459,0.18745425118095746
full,0.25849679389450325,0.3145872947492415,0.4269159113562551
atm,0.2137932018768719,0.38408054433058175,0.4021262537925464
blue,0.3276130701747025,0.22150051095629347,0.45088641886900394
shower,0.1502579657825956,0.42163674743348417,0.42810528678392024
sat,0.31323834516205135,0.3993597803700881,0.28740187446786053
son,0.432892231818597,0.2882321475007031,0.27887562068069993
paper,0.2393732959529432,0.277442135371609,0.4831845686754477
raining,0.4366603482277217,0.5061048224369403,0.05723482933533798
canada,0.34681817067824194,0.1758638673356174,0.4773179619861408
heart,0.20435112417499965,0.4440941190123877,0.35155475681261256
managed,0.1178525452679314,0.3414881940772316,0.540659260654837
stick,0.2958173094212693,0.16134717544581617,0.5428355151329144
darn,0.31730800783946145,0.26131113646329446,0.4213808556972441
justin,0.38271074468066124,0.26614519170442774,0.351144063614911
timberlake,0.25281391200643294,0.46883245731806883,0.27835363067549823
wide,0.3399795433049928,0.4728580108404955,0.1871624458545116
black,0.23040603642417773,0.31155689098823103,0.45803707258759124
photo,0.09781163426167429,0.4534686054384353,0.44871976029989036
till,0.11920803453453786,0.5526653509623957,0.32812661450306646
fancy,0.33762524224256346,0.3913196239798938,0.27105513377754276
fave,0.21726867318416415,0.503644188025223,0.2790871387906127
cousins,0.34110562306505465,0.15814140349061492,0.5007529734443303
writing,0.2632136738407254,0.3486559753634239,0.3881303507958506
quiet,0.6220981666370848,0.22769489286876768,0.15020694049414748
either,0.3215871167875564,0.27464379751363094,0.4037690856988126
peeps,0.18091799247464121,0.44559202881803517,0.37348997870732364
bath,0.1381335468126242,0.6083863739186401,0.25348007926873556
blogging,0.3058387613959179,0.25319854707415435,0.4409626915299278
liking,0.45503591739474936,0.21096110339324772,0.3340029792120028
wild,0.12664321069838683,0.733919852392061,0.13943693690955222
delicious,0.07677638614183577,0.7118924250094646,0.21133118884869956
bunch,0.11920803453453786,0.5526653509623957,0.32812661450306646
talkin,0.4688583920039923,0.22642645689068136,0.30471515110532627
hugs,0.3579499812282788,0.2667064608903678,0.3753435578813534
worst,0.48487255686277486,0.0702480601603663,0.4448793829768589
load,0.6415197069506019,0.10622058301436589,0.2522597100350321
pretty,0.2914883389188992,0.2627685803211196,0.44574308075998115
mac,0.3474651461477669,0.15661505277184049,0.4959198010803925
profile,0.2258002579286656,0.29078944795684003,0.48341029411449427
steve,0.21700955679614203,0.41321433467674984,0.36977610852710807
ticket,0.22828877077778284,0.35279303702224624,0.41891819219997095
share,0.08071752153064181,0.5613268124887447,0.3579556659806134
within,0.29124519881881816,0.3838957559711543,0.32485904521002773
cloudy,0.3578570563764515,0.2619593771010201,0.3801835665225284
floor,0.47223335534045513,0.15638148533745924,0.37138515932208566
deal,0.27208159973402235,0.37842266268683555,0.3494957375791421
ill,0.21787895438573965,0.44894121165979073,0.33317983395446954
slowly,0.36276505462790326,0.2627859735603853,0.37444897181171144
close,0.40372892781551756,0.19497339117428636,0.40129768101019603
swear,0.2781105812960902,0.402925027816151,0.31896439088775885
needed,0.22019503520083558,0.5104277026486361,0.26937726215052826
loads,0.14764269306540082,0.5444826384342587,0.30787466850034045
hunting,0.4996192445687507,0.2014178835054914,0.298962871925758
2009,0.25706467334798,0.3437850795007571,0.39915024715126285
recommend,0.3450369312590982,0.3383854136227161,0.3165776551181858
ache,0.2408775488408709,0.3825876984554779,0.37653475270365117
state,0.18340162395436987,0.44639486519875,0.3702035108468801
list,0.3555152840768226,0.4437513409929432,0.2007333749302341
lucky,0.11292356924886635,0.6107846252725897,0.276291805478544
baseball,0.17060550924293746,0.7250387205514753,0.10435577020558713
fridays,0.11533404848180395,0.6906606279940384,0.1940053235241576
forever,0.22966940029908758,0.38719269283311136,0.383137906867801
honestly,0.239433556632971,0.3700159728478618,0.3905504705191672
choose,0.2325629429069795,0.2695486947763049,0.4978883623167156
works,0.17793726803108542,0.5499616032295651,0.27210112873934944
drunk,0.49798635437488586,0.21644393904769285,0.2855697065774213
turn,0.2011275496559725,0.29139244958626215,0.5074800007577654
brain,0.2395089251627269,0.48579883525873896,0.27469223957853417
slightly,0.3640942113000377,0.2461655568142666,0.3897402318856957
shirt,0.3825076772568448,0.31667139797485244,0.30082092476830274
.......,0.16026337670308163,0.6191697821786045,0.2205668411183139
business,0.2186466440779118,0.3801288166876629,0.40122453923442536
cards,0.8734587908966894,0.037495174119499625,0.08904603498381092
everybody,0.4737785488617315,0.09152102212444302,0.4347004290138255
havent,0.23700021643671176,0.18312776806053568,0.5798720155027526
else,0.10538373245010216,0.6805136830749429,0.21410258447495487
cookie,0.32947677383817026,0.10910721721438141,0.5614160089474485
heh,0.22216418391669635,0.472076301562906,0.30575951452039757
crush,0.23019145145882036,0.40020007818403414,0.3696084703571455
clear,0.3011539238113862,0.42253187793179897,0.2763141982568148
single,0.8130362025220524,0.04487322759170692,0.1420905698862407
sam,0.24445821143658647,0.3966700257358414,0.358871762827572
price,0.1391643447059204,0.4545626061822439,0.4062730491118358
prefer,0.09666980917744628,0.5041968102508428,0.3991333805717109
practice,0.286379968042434,0.3983094415525716,0.3153105904049944
session,0.3005904331232571,0.3483949673917997,0.3510145994849431
germany,0.09054060987772318,0.5771687699447391,0.3322906201775378
alot,0.32301303903096606,0.26206849373653185,0.4149184672325021
tips,0.5086931516780439,0.11791867901439988,0.3733881693075563
nap,0.07897295859167171,0.5949609799911131,0.32606606141721517
nails,0.3302237083260194,0.30619278703941233,0.3635835046345683
french,0.21338994884389473,0.3297686866777151,0.45684136447839024
tree,0.3355764704813176,0.23336701492995354,0.4310565145887289
often,0.3790267590054602,0.26032915527052536,0.3606440857240144
chips,0.3217145991131848,0.3183110209903032,0.359974379896512
soup,0.3723448181741543,0.296698079722332,0.3309571021035136
fingers,0.4070363529265263,0.15725652058811565,0.4357071264853581
haircut,0.2110075902131646,0.4017858120579654,0.38720659772887
row,0.1698622920949651,0.3937528357148699,0.43638487219016503
lay,0.19166526860707753,0.22214684051212685,0.5861878908807956
memory,0.20699287284402004,0.1599413847728956,0.6330657423830844
hrs,0.3024864538634805,0.3505925226403177,0.3469210234962018
saturday,0.1430995208939217,0.3317148346845551,0.5251856444215233
goodness,0.15487138891263605,0.4188366692252758,0.42629194186208813
orange,0.19431921765025392,0.3217469450442743,0.48393383730547174
media,0.16364259789357166,0.4109464055684098,0.4254109965380185
badly,0.0495140380124608,0.7460508281455615,0.20443513384197773
sis,0.3355764704813176,0.23336701492995354,0.4310565145887289
ups,0.7840283499914972,0.06399413028630992,0.15197751972219278
truck,0.4372630327348474,0.10136067102896086,0.46137629623619175
gives,0.2707693450088801,0.2896904023035096,0.4395402526876103
closing,0.5630992769665052,0.19579560686482084,0.24110511616867397
hates,0.2196416590411748,0.2909399642732115,0.4894183766856136
rocks,0.35574944881714116,0.48104725884957195,0.1632032923332869
invite,0.2031983355117174,0.42392533298675933,0.3728763315015232
hero,0.6143308269515946,0.12946021916068295,0.25620895388772247
tokyo,0.22937214712220455,0.3797863562195065,0.390841496658289
web,0.11619883680070399,0.4040357126889621,0.4797654505103338
besides,0.1671198764613447,0.46487486621822455,0.3680052573204307
shooting,0.09133851073332025,0.7410520021058511,0.16760948716082866
gud,0.19166526860707753,0.22214684051212685,0.5861878908807956
joe,0.2944205414090139,0.46921028575188206,0.23636917283910397
neck,0.07565552986555989,0.4384372048479828,0.4859072652864574
traffic,0.22734917705202706,0.3293821941644868,0.4432686287834863
heading,0.0770636458464433,0.3572779892266971,0.5656583649268595
mike,0.1769247892285091,0.444301221841336,0.37877398893015485
eggs,0.2704587669679569,0.2686896841742232,0.4608515488578198
random,0.35847015683428496,0.29327973099334825,0.3482501121723668
talent,0.3250390283411447,0.3767317559090129,0.2982292157498424
caught,0.22192684103343285,0.4115537210780285,0.3665194378885386
clouds,0.16851277163399164,0.3676466368094889,0.46384059155651947
failed,0.16262657093756594,0.2591736957458359,0.5781997333165981
ring,0.47108105844785864,0.20474986715088406,0.3241690744012573
earth,0.26605485491960584,0.15418350401414418,0.5797616410662499
shift,0.2940509873216989,0.24343965563996195,0.4625093570383392
shoes,0.32560996533197906,0.2096630511778343,0.4647269834901866
slow,0.551414422353578,0.09832444033520274,0.3502611373112194
marathon,0.43146667573384473,0.28576295537713464,0.2827703688890207
hav,0.08766513370766352,0.711248982793434,0.20108588349890258
yeh,0.23881819675199448,0.4982377602967551,0.26294404295125046
scared,0.0619400335747412,0.8471301960242651,0.09092977040099366
headaches,0.36888143248909383,0.2443123751157539,0.38680619239515224
questions,0.09993513360312564,0.5791418118533307,0.3209230545435436
accident,0.46111356806407056,0.28503838456047187,0.2538480473754576
pls,0.5349731212030816,0.238481850511614,0.22654502828530446
thanx,0.35972476820980887,0.35737179254163526,0.282903439248556
report,0.40017555841327346,0.3032653915864111,0.2965590500003154
series,0.7384801517984629,0.03566352807318306,0.22585632012835405
played,0.4469340268159656,0.1942546425392039,0.3588113306448305
spam,0.28046538654516007,0.3657029906365824,0.3538316228182575
chillin,0.5719129166209002,0.16571683591754938,0.2623702474615504
waste,0.28544259873776034,0.3040133803445337,0.410544020917706
total,0.9260395827014886,0.04128125780095392,0.03267915949755754
walk,0.14115069611462328,0.08179933017033066,0.777049973715046
shame,0.24965097177097442,0.3903986937693588,0.35995033445966684
awards,0.06059891928958103,0.772599251398538,0.16680182931188092
somehow,0.41224389526301186,0.22752632758597452,0.36022977715101373
remembered,0.3302282060286231,0.06379103279933646,0.6059807611720405
im,0.25421407639155835,0.22098234448463788,0.5248035791238037
cheese,0.33831845748895223,0.1960615425118596,0.46561999999918824
balls,0.31100676053508014,0.22529241256411323,0.46370082690080655
migraine,0.28031040033228877,0.1624448452477946,0.5572447544199167
kept,0.8727517439639678,0.019452888630151842,0.1077953674058803
turns,0.3315458257156058,0.2882050235403984,0.38024915074399573
itunes,0.3067430787770692,0.35552610180503036,0.33773081941790045
paying,0.20613411204465157,0.17918755721348706,0.6146783307418614
lets,0.28250770784843965,0.44650424699658153,0.2709880451549788
tweeps,0.16151477456980243,0.46800337285240806,0.37048185257778954
tweeting,0.522819960313314,0.14139226897851687,0.3357877707081691
bday,0.331401421039904,0.12803533152750038,0.5405632474325958
slept,0.2795624672371957,0.32402280952546403,0.39641472323734034
hello,0.07172388797060918,0.665044229148492,0.2632318828808987
gray,0.38000015903536527,0.3460550143749206,0.273944826589714
falling,0.5307584171503998,0.09464120306604548,0.37460037978355454
dave,0.32001463597865726,0.4450899684660259,0.23489539555531677
tons,0.313954538765651,0.1819422197826821,0.504103241451667
fixed,0.8292746171162375,0.05058729881914371,0.12013808406461887
kno,0.05821417983910349,0.6747229802376441,0.26706283992325236
hmmm,0.4544658443950452,0.1881221513101348,0.35741200429482006
huge,0.31471215492666155,0.2652818498560984,0.42000599521723997
christmas,0.14583489202780622,0.3380556189010866,0.5161094890711071
hulu,0.3250390283411447,0.3767317559090129,0.2982292157498424
finding,0.2948439502292472,0.3193257644401852,0.3858302853305677
uncle,0.2677732776971104,0.2715638808246699,0.4606628414782196
mark,0.3993725771380625,0.18184845405498773,0.4187789688069498
feelin,0.23418701708261813,0.5816379735352326,0.18417500938214923
wine,0.14138675349375476,0.696457101646297,0.1621561448599482
round,0.3288268068030386,0.22867315524985776,0.44250003794710363
garden,0.23295741894011202,0.4172818554724704,0.3497607255874176
topic,0.30876946739147887,0.30674979260660745,0.3844807400019137
bummed,0.24672248615323947,0.47660017888268935,0.27667733496407104
original,0.2944804955431341,0.360275184991562,0.345244319465304
midnight,0.214759207720597,0.391149840060889,0.39409095221851403
review,0.5279433470133095,0.1862319729112119,0.28582468007547857
copy,0.1374022262962768,0.35832161462521134,0.5042761590785118
painful,0.661101732917082,0.05894156487262124,0.2799567022102968
worse,0.6091666866463495,0.15129552508077648,0.23953778827287395
deleted,0.3659673350915494,0.42416911426919013,0.2098635506392605
puppy,0.1338476986015938,0.6205369093785937,0.24561539201981245
dressed,0.26143301670954805,0.3787626671334991,0.35980431615695274
spring,0.392876045540275,0.2678572138504123,0.3392667406093127
inside,0.052796152930773936,0.8261002724961142,0.12110357457311187
filled,0.31611054077674855,0.21982999339362239,0.46405946582962904
bright,0.2669057911823182,0.5800373874768098,0.15305682134087206
comments,0.26015587571170906,0.36853652246632557,0.3713076018219655
hilarious,0.4235597978497087,0.22314582734425623,0.3532943748060351
b/c,0.22766329583802167,0.19790237260463656,0.5744343315573417
passed,0.08103238245274894,0.782661697650933,0.13630591989631805
death,0.2751363238996957,0.24802769638757322,0.47683597971273106
rite,0.03637884172833771,0.7800407918878249,0.1835803663838375
flash,0.2177280181057885,0.30282538927169206,0.4794465926225194
married,0.14638542692441722,0.5514141714614287,0.302200401614154
cali,0.25343209088815444,0.5140393598568582,0.23252854925498728
laundry,0.30955353235836724,0.24666366802783002,0.4437827996138027
complete,0.19871437335568837,0.3454755041911901,0.4558101224531216
winter,0.43404646239065275,0.45734112372193075,0.10861241388741659
boys,0.3829954015694411,0.19531830865010694,0.4216862897804519
posting,0.37452032841741706,0.2532146964214202,0.37226497516116275
yard,0.2314408895047325,0.33136541748670106,0.43719369300856664
bedtime,0.3603968680529468,0.2923989218557364,0.34720421009131675
depressed,0.20360005743200515,0.23597968382748166,0.5604202587405132
woop,0.08866668532895518,0.5994790163497267,0.31185429832131817
p.s,0.038331869080561826,0.7330619185177615,0.22860621240167664
charge,0.3609177694524761,0.4183164886952874,0.22076574185223646
doctors,0.10877193828280769,0.5252938843483108,0.3659341773688815
bar,0.3348979044125322,0.24259908922222528,0.4225030063652424
fault,0.7059609069135749,0.051139607261549806,0.24289948582487528
radio,0.438130954472441,0.3385395381366492,0.2233295073909097
gah,0.5349761479080859,0.13779029319746397,0.32723355889445005
schools,0.04219823356650694,0.8803664740207942,0.07743529241269893
daily,0.1381644335233944,0.5871707458454667,0.27466482063113884
nearly,0.25979380926127804,0.32848389181880133,0.4117222989199206
kick,0.26309563651536677,0.2541143074989082,0.482790055985725
bottle,0.34550186791217674,0.23662890274842954,0.4178692293393938
women,0.2201968532024563,0.36348939537194386,0.4163137514255999
tweetdeck,0.2692542900260621,0.18724516003860966,0.5435005499353283
washing,0.3406887516025795,0.21937241106898267,0.43993883732843786
arm,0.7118841744775424,0.03929042825051657,0.24882539727194103
window,0.3355764704813176,0.23336701492995354,0.4310565145887289
screaming,0.23882054913172038,0.3229350625805611,0.4382443882877185
ahh,0.26421344886659104,0.331752149233093,0.4040344019003159
brothers,0.2823756714551197,0.4909251194057663,0.22669920913911404
mail,0.7089818673078219,0.05869536545496139,0.2323227672372169
grandma,0.49763009770909666,0.21972225651664481,0.2826476457742585
fire,0.22546447718080143,0.3325907726546933,0.4419447501645053
alright,0.32347833011798854,0.2884021933418224,0.388119476540189
4am,0.21749956645093926,0.28360092093025935,0.49889951261880144
respond,0.29706095458311826,0.4303802208124687,0.27255882460441305
ok.,0.21813534156199674,0.3371021245125181,0.4447625339254852
america,0.4189918918157804,0.4162512472626938,0.1647568609215258
twice,0.21806791927412583,0.6318711214068617,0.1500609593190125
alcohol,0.1178525452679314,0.3414881940772316,0.540659260654837
words,0.1711455503863719,0.42506519937090836,0.40378925024271983
picked,0.17973893748849,0.572890449940135,0.24737061257137502
x-men,0.10215288181789663,0.7103928670011459,0.18745425118095746
reality,0.24498417804307834,0.38719819992269044,0.3678176220342312
asked,0.46526229274415015,0.10785109800401739,0.42688660925183236
britains,0.4486815713966327,0.23112793165374107,0.32019049694962626
brazil,0.3291184975097582,0.3212294781351073,0.3496520243551345
power,0.29182665309251804,0.5073561535133874,0.20081719339409457
grrr,0.4573305832815984,0.3028927757644831,0.23977664095391849
suggestions,0.5819609709981216,0.08431417435990557,0.3337248546419729
nooo,0.4433435013506429,0.28547268545134713,0.27118381319800994
cavs,0.07912464885334371,0.4126872278277088,0.5081881233189476
challenge,0.20088234944092007,0.40745208687373363,0.3916655636853463
butter,0.42660001196482594,0.24722226804351277,0.32617771999166123
mary,0.18892297314757972,0.4817305303030442,0.32934649654937603
aha,0.29039707193361913,0.3365805004362911,0.37302242763008975
west,0.7866751833961585,0.04675817557985591,0.16656664102398572
chatting,0.2781105812960902,0.402925027816151,0.31896439088775885
level,0.3355764704813176,0.23336701492995354,0.4310565145887289
dry,0.39287765046802914,0.19515391016308273,0.41196843936888805
notice,0.15037270304924,0.4357182332045029,0.41390906374625713
roast,0.08692986263198199,0.5541513576562611,0.35891877971175695
theatre,0.522819960313314,0.14139226897851687,0.3357877707081691
juice,0.24160709926461058,0.3150350916685069,0.4433578090668826
fever,0.5159326899997175,0.2135658130770408,0.27050149692324166
everyday,0.7376812279601238,0.0777271538824831,0.18459161815739314
magic,0.28877540637246546,0.446267910087631,0.2649566835399036
view,0.2399023456560854,0.38685957945242694,0.37323807489148764
blocked,0.08956138504205567,0.6228289203435172,0.28760969461442715
advice,0.20664675004008493,0.31934787808018433,0.47400537187973074
continue,0.3250390283411447,0.3767317559090129,0.2982292157498424
supernatural,0.0955543351582864,0.5537543084075045,0.3506913564342091
deep,0.237451724131826,0.2905046858209606,0.47204359004721336
kidding,0.26511311152871564,0.49164079048816073,0.24324609798312363
pair,0.43223948758688413,0.25049044412123933,0.3172700682918765
basically,0.7620976583776086,0.06309272864861962,0.1748096129737719
island,0.4251377918199189,0.3519641222185335,0.22289808596154762
freaking,0.2796760331545744,0.3781801758576543,0.34214379098777126
nose,0.46491223066705173,0.1796165852212151,0.3554711841117332
partying,0.5719129166209002,0.16571683591754938,0.2623702474615504
bella,0.2296959309700161,0.3253869988243549,0.4449170702056291
rush,0.2597912786292484,0.5018455017916763,0.2383632195790753
six,0.3250390283411446,0.376731755909013,0.2982292157498424
watchin,0.40242095895693203,0.2098890704456964,0.38768997059737165
shout,0.22019503520083558,0.5104277026486361,0.26937726215052826
plane,0.23700021643671176,0.18312776806053568,0.5798720155027526
hugh,0.12458854006361751,0.36100633594563974,0.5144051239907429
jump,0.2334359314788159,0.338200649346215,0.42836341917496906
bothered,0.4277738154390591,0.2974830095537577,0.2747431750071832
bird,0.4202130575630327,0.13915480843687195,0.4406321340000955
child,0.08204908941726491,0.7924816927538241,0.12546921782891107
kisses,0.31756440198869873,0.24537893266945068,0.4370566653418506
